startdate,IPAddress,duration,responseID,LocationLatitude,LocationLongitude,Q2,Q3,Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q10_1,Q10_2,Q10_3,Q10_4,Q14_14,Q10_13,Q10_12,Q10_5,Q10_7,Q10_6,Q10_8,Q10_9,Q10_10,Q10_11,Q14b_1,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q109,Q113,Q114,Q116,Q117,Q16_1,Q16_2,Q17,Q20#1_1_1,Q20#1_2_1,Q20#1_3_1,Q20#1_4_1,Q20#1_5_1,Q20#1_6_1,Q20#1_7_1,Q20#1_8_1,Q20#1_9_1,Q20#1_10_1,Q20#1_11_1,Q20#1_12_1,Q20#1_13_1,Q20#1_14_1,Q20#2_1,Q20#2_2,Q20#2_3,Q20#2_4,Q20#2_5,Q20#2_6,Q20#2_7,Q20#2_8,Q20#2_9,Q20#2_10,Q20#2_11,Q20#2_12,Q20#2_13,Q20#2_14,Q118,Q22#1_1_1,Q22#1_2_1,Q22#1_3_1,Q22#1_4_1,Q22#1_5_1,Q22#1_6_1,Q22#1_7_1,Q22#1_8_1,Q22#1_9_1,Q22#1_10_1,Q22#1_11_1,Q22#1_12_1,Q22#1_13_1,Q22#1_14_1,Q22#2_1,Q22#2_2,Q22#2_3,Q22#2_4,Q22#2_5,Q22#2_6,Q22#2_7,Q22#2_8,Q22#2_9,Q22#2_10,Q22#2_11,Q22#2_12,Q22#2_13,Q22#2_14,Q119,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q25,Q26,Attn check 1,Q28_2,Q28_3,Q30_1,Q30_2,Q31_1,Q31_2,Q32,Q33,Q34,Q103,Q104,Attn check 2,Q37,Q38,Q39,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q21_1,Q21_2,Q21_12,Q21_13,Q21_14,Q21_16,Q21_15,Q22_6,Q22_8,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q24 w attn check_6,Q102,Q48,Q49,Q50,Q51,Q52_1,Q52_2,Q101
1/7/24 3:38,68.172.163.53,683,R_6YKgcx9i01MbW0h,43.1702,-77.6923,1,1,33,2,5,1,12,6,6,20,10,10,0,50,10,5,"1,2",5,5,"1,2",5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,80,,,20,,,,,,,,,,,3,,,2,,,,,,,,,,4,,100,,,20,,,,,,,,,,,3,,,2,,,,,,,,,,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,15,,3,5,5,30,30,45,30,5,1,1,3,,2,3,3,2,,2,2,1,2,3,3,2,1,2,7,1,1,5,4,4,5,4,4,4,7,4,"4,7",6,2,1,14624,1861,51,2
1/7/24 3:38,98.228.252.114,863,R_1oM8VC4oAl8azqp,41.5271,-87.2533,1,1,15,1,6,1,12,10,11,5,50,20,10,80,10,"1,2",5,5,5,5,2,5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,200,,,,,,,,,,,,20,50,3,,,,,,,,,,,,3,3,,200,,,,,100,,,,,,,20,50,3,,,,,3,,,,,,,1,1,,1,3,4,4,4,2,4,4,4,4,4,4,3,3,20,freind told me,3,40,60,88,123,88,88,4,3,8,1,,2,3,2,1,2,1,2,1,1,3,4,4,1,4,7,1,1,5,1,1,1,5,4,1,7,3,4,7,4,1,46307,712,208,2
1/7/24 2:27,74.194.192.26,5239,R_1gvaCjc5Z0ciOvP,30.3516,-95.6878,1,1,45,2,4,1,12,1,2,5,40,30,35,,0,"1,2",5,5,"1,2",5,"1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,80,,,5,,20,,,,,,,10,10,3,,,3,,3,,,,,,,3,3,,30,,,10,,40,,,,,,,20,10,3,,,3,,3,,,,,,,3,3,,2,2,4,3,4,2,4,4,4,4,4,4,3,3,15,,3,40,20,49,18,15,48,1,1,8,1,,2,1,1,1,1,1,1,3,2,5,1,5,1,3,6,3,1,3,3,1,5,5,3,3,7,1,"3,4,7",3,6,3,77316,2567,52,2
1/7/24 3:40,184.191.69.59,882,R_31zd0I7Ih76NYx5,38.8597,-77.198,1,1,48,2,5,1,12,11,11,20,20,15,20,100,15,"1,2",5,5,5,5,"1,2",5,5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,190,,,,,65,,,,,,,50,,3,,,,,3,,,,,,,3,,,170,,,,,60,,,,,,,50,,3,,,,,3,,,,,,,3,,,2,2,4,2,4,2,2,4,4,4,4,4,2,2,15,,3,22,24,85,87,89,85,5,3,3,"1,5,6,7",,2,3,3,2,,2,2,1,2,1,4,4,2,5,6,3,6,6,6,3,7,5,7,6,7,3,"4,5,6",7,4,3,22003,2867,2896,3
1/7/24 3:38,63.155.13.238,1099,R_1fv6rZYZyb9l1ME,44.0563,-122.9164,1,1,38,2,6,1,14,3,3,25,45,25,30,25,35,5,"1,2","1,2",5,"1,2","1,2","1,2",5,5,5,5,5,5,2,,"1,2",4,4,4,"1,2",4,4,,3,,,,,1,,,140,50,,50,50,60,,,,,,,,,3,3,,2,3,3,,,,,,,,2,,140,50,,50,50,50,,,,,,,40,,3,3,,2,3,3,,,,,,,3,2,4,1,1,4,3,1,1,4,4,4,4,4,4,3,15,,3,120,120,200,200,62,65,5,3,"1,4,5",1,,2,3,3,2,,1,2,5,1,2,2,5,7,7,7,6,7,6,4,6,7,7,6,7,7,5,"2,4,5",8,2,1,97404,2246,956,2
1/7/24 3:38,98.28.165.57,1084,R_303O85va64uVO6J,39.2454,-84.2537,1,1,36,2,4,1,12,7,7,30,25,20,10,20,30,"1,2",5,5,"1,2","1,2","1,2","1,2",1,2,5,1,"1,2",2,"1,2","Goldan coral, taco bell",1,4,4,1,"1,2",2,"1,2",3,1,,,3,1,1,1,40,,,0,25,0,0,0,,,0,0,,0,2,,,3,2,3,3,3,,,3,3,,3,2,75,,,0,50,0,0,,0,,,0,0,0,2,,,3,2,3,3,,3,,,3,3,3,4,1,3,3,1,1,2,4,4,3,4,4,2,4,4,15,,3,120,60,160,84,30,78,4,1,8,"1,3,7",,2,2,1,2,,2,2,4,2,3,4,7,3,7,6,7,1,7,6,6,7,7,6,6,7,7,"4,5,7",6,4,3,45140,2079,2092,1
1/7/24 3:22,24.148.27.107,2164,R_5MQCF3NSiTVutS0,41.9984,-87.7108,1,1,14,2,6,6,12,3,3,10,10,6,10,10,0,"1,2",5,5,5,5,2,5,5,5,5,5,5,2,5,,4,4,4,4,4,4,4,,,,,,,,,20,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,20,,,,,0,,,,,,,0,,3,,,,,3,,,,,,,3,,,2,4,4,4,4,2,4,4,4,4,4,4,2,4,15,,3,32,30,18,19,6,6,5,1,"3,9",1,,2,3,3,2,,2,2,1,2,5,4,5,4,4,6,5,4,4,4,4,7,6,4,4,7,3,"4,5,7",3,3,1,60645,609,435,3
1/7/24 3:40,142.105.41.228,1127,R_7CpD1t5doKemsv7,40.8492,-73.9735,1,1,31,2,5,1,8,9,10,10,15,10,15,15,8,"1,2","1,2",5,5,5,1,"1,2",5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,15,15,,,,15,30,,,,,,,,3,3,,,,3,3,,,,,,,,,20,25,,,,,30,,,,,,,,3,3,,,,,3,,,,,,,,,2,2,4,4,4,2,2,4,4,4,4,4,4,4,15,,3,31,31,90,60,30,10,5,1,6,8,,2,3,3,2,,2,2,4,1,2,4,4,4,4,5,4,4,6,5,5,5,5,4,6,7,4,"4,5,7",7,1,1,7010,1805,1807,2
1/7/24 3:45,172.13.201.213,1013,R_1SWy6JoGQvikQRX,30.3511,-81.506,1,1,10,1,6,1,12,6,6,5,40,20,10,40,10,5,"1,2",5,5,5,5,5,5,5,5,5,5,5,"1,2",,4,4,4,4,4,4,4,,,,,,,,,,125,,,,,,,,,,,,40,,3,,,,,,,,,,,,3,,,125,,,,,,,,,,,,40,,3,,,,,,,,,,,,3,,4,2,4,4,4,4,4,4,4,4,4,4,4,2,15,,3,30,30,120,120,60,60,5,1,8,1,,2,2,2,1,2,1,1,3,2,5,4,7,5,5,7,1,1,6,5,1,7,7,1,4,7,1,"1,3,4",7,1,1,32250,330,345,2
1/7/24 3:48,173.218.210.213,873,R_7oxqqNz2zoxySkh,39.264,-81.5332,1,1,50,1,6,1,12,5,5,5,30,10,20,30,30,"1,2","1,2",5,"1,2",5,"1,2",5,5,5,5,5,5,1,1,,1,4,2,2,4,4,4,,,2,2,,,,,60,75,,10,,10,,,,,,,30,100,3,3,,3,,3,,,,,,,3,3,,60,75,,0,,20,,,,,,,,,3,3,,3,,3,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,15,,3,59,45,60,60,150,30,5,1,6,2,,2,3,3,2,,2,2,4,1,1,1,4,2,3,4,4,2,5,4,3,7,5,4,4,7,7,"1,4,5",7,2,1,26155,3041,3093,1
1/7/24 3:31,68.185.147.164,2334,R_1QKMSmYle6fqcNV,32.3886,-86.1691,1,1,1,2,3,1,"1,3",5,5,25,100,20,20,50,40,1,5,2,1,1,2,1,1,1,5,5,1,1,1,,4,4,2,2,"1,2",2,2,2,2,2,2,2,1,1,1,150,,,150,150,,150,150,150,,,150,150,150,1,,,1,1,,1,1,3,,,1,1,1,,,,0,,,200,,,,,,,,,,,3,,,2,,,,,,,,,1,1,3,2,2,1,2,1,2,4,4,3,1,1,1,15,,3,39,29,88,53,142,117,5,1,8,"6,11",2,2,2,2,1,3,1,1,1,1,2,2,4,2,7,7,5,6,6,7,7,6,5,6,6,7,6,"3,4,6",3,4,4,36116,1,52,4
1/7/24 4:05,172.56.198.216,384,R_3YKxGcC3S19DHMa,42.3939,-71.2174,1,1,36,2,5,1,12,9,10,0,40,13,10,37,0,"1,2","1,2",5,5,5,1,5,"1,2",5,5,5,5,5,"1,2",,4,4,4,4,4,4,4,,,,,,,,,0,100,,,,58,,0,,,,,,100,3,1,,,,"1,3",,3,,,,,,1,,0,100,,,,,,0,,,,,,100,3,1,,,,,,3,,,,,,1,,2,3,3,2,3,3,2,3,2,3,4,4,3,3,15,,3,26,33,83,109,117,130,5,3,8,11,3,2,2,2,3,,1,2,1,2,1,4,5,6,5,4,3,3,5,3,2,7,6,3,7,6,6,4,,,,,,,
1/7/24 4:01,172.58.235.190,1019,R_1rYxFe0EeGzj4qV,40.7337,-74.1939,1,1,31,2,3,1,12,1,2,80,200,100,100,60,50,1,5,5,1,1,5,5,1,5,5,5,5,5,5,,4,4,4,4,1,4,1,,,,,,,,,100,,,50,0,,,50,,,,,,,3,,,3,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,2,1,4,1,4,4,4,4,2,2,20,,3,107,109,226,224,179,181,5,3,8,"1,2",,2,2,2,1,1,1,1,1,2,1,2,5,5,6,6,6,4,6,6,6,6,5,4,3,7,3,"4,5,7",3,5,4,7628,1805,1807,4
1/7/24 3:10,108.94.2.179,4601,R_6viFCcPzWZrMXUD,37.722,-122.4774,1,1,5,1,6,1,5,4,4,25,25,10,10,25,5,"1,2","1,2",5,5,"1,2",2,"1,2",5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,20,15,,,0,,10,,,,,20,0,20,3,3,,,3,,3,,,,,3,3,3,,15,15,,,0,0,10,,,,,20,10,15,3,3,,,3,3,3,,,,,3,3,3,,2,2,2,3,3,2,2,4,4,4,4,2,3,3,19,driving by one day and saw it,3,60,60,125,120,90,76,5,1,6,"1,8",,2,3,3,2,,2,2,1,1,2,4,5,3,6,6,5,3,5,6,4,5,6,5,5,7,5,"1,4,5",7,2,1,94132,191,229,3
1/7/24 4:15,73.100.66.50,766,R_63Ek5do1S36tBxK,42.428,-71.0618,1,1,22,2,6,1,12,9,11,15,65,30,20,20,20,5,"1,2",5,5,5,5,"1,2",5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,100,,,,,90,,,,,,,,,3,,,,,3,,,,,,,,,,100,,,,,90,,,,,,,,,3,,,,,3,,,,,,,,,4,3,4,4,4,4,1,4,4,4,4,4,4,4,15,,3,62,62,90,89,154,157,5,1,"3,5,7",6,,2,2,2,2,,2,2,1,2,2,4,4,6,4,7,4,5,6,3,1,5,4,3,5,7,6,"2,4,5,6,7",5,4,1,2148,1239,319,3
1/7/24 4:06,73.137.152.46,1473,R_7Of1DzTz7hsXlBL,33.6934,-84.448,1,1,11,2,6,1,3,3,4,15,40,15,10,10,10,"1,2",5,5,"1,2","1,2","1,2",5,5,5,5,5,5,"1,2",5,,4,4,"1,2",4,1,4,4,,,1,,,1,1,,240,,,10,0,0,,,,,,,20,,2,,,3,3,3,,,,,,,3,,4,240,,,10,0,20,,,,,,,20,,3,,,"1,3",3,3,,,,,,,3,,,2,2,2,2,4,2,4,4,4,4,4,4,1,4,15,,3,109,115,240,240,215,214,5,1,8,6,,2,1,1,1,1,1,1,4,2,2,1,7,7,7,1,2,6,6,6,6,7,7,7,5,7,7,"3,4,5",3,4,1,30344,398,140,2
1/7/24 4:08,24.60.89.141,1379,R_3gu725e6l9e2VY9,41.7166,-71.1431,1,1,22,2,4,1,"1,12",2,2,5,10,5,3,20,5,"1,2",5,5,5,1,"1,2",5,5,5,5,5,5,"1,2",5,,4,4,2,4,"1,2",4,4,,3,3,,,1,2,,50,,,,0,25,,,,,,,20,,2,,,,3,3,,,,,,,3,,4,200,,,,,25,,,,,,,20,,3,,,,,3,,,,,,,3,,,2,4,4,2,2,2,4,4,4,4,4,2,2,3,19,shopped there before,3,40,60,63,60,26,38,5,1,4,11,2,2,3,3,2,,2,2,4,2,5,4,7,7,6,7,7,1,7,7,7,7,7,6,7,7,1,"1,4,5",3,1,1,2723,1239,1242,3
1/7/24 3:48,68.194.229.228,2686,R_6neu2rPVfZPjDrz,40.873,-73.8233,1,1,33,2,5,1,3,6,6,20,40,10,5,5,20,5,"1,2",5,"1,2",2,"1,2","1,2",5,5,5,5,"1,2",2,1,,4,4,1,4,2,4,4,,2,,,,,,,,0,,20,,40,25,,,,,10,,15,,3,,3,,3,3,,,,,3,,1,,,0,,50,0,40,40,,,,,0,20,,,3,,3,3,3,3,,,,,3,3,,,3,4,4,2,3,2,2,4,4,4,4,3,3,3,15,,3,45,86,88,194,81,240,4,1,5,"1,2,8",,2,1,1,1,2,1,1,3,2,1,4,6,4,5,7,4,3,5,5,7,5,7,5,5,7,3,"1,4,5",8,4,2,10461,1861,1864,3
1/7/24 4:17,67.141.27.177,958,R_17v4SQTMYjdWqLZ,32.9031,-84.3314,1,1,11,1,6,1,12,5,6,15,70,10,45,10,10,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,100,40,,,,20,,,,,,,,,3,3,,,,3,,,,,,,,,,90,40,,,,15,,,,,,,,,3,3,,,,3,,,,,,,,,,3,2,4,4,1,1,1,4,4,4,4,4,4,4,17,Brother in law told us about it.,3,20,20,75,60,40,40,5,2,8,"1,2",,2,3,3,2,,2,2,1,1,1,5,3,2,3,6,2,1,6,2,4,5,5,1,3,7,3,"3,4,5",6,2,1,30286,398,543,1
1/7/24 4:27,24.154.180.139,435,R_3JYvnv7RPgyYWgV,40.8795,-79.93,1,1,39,2,5,1,12,2,2,10,20,10,0,30,30,1,5,5,1,5,1,5,5,5,5,5,5,1,5,,4,4,4,4,1,4,4,,,,,,1,1,,100,,,0,,0,,,,,,,0,,1,,,3,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,4,2,4,4,4,4,4,4,2,4,15,,3,17,16,111,111,19,17,5,1,8,11,3,2,3,2,2,,2,2,1,2,5,4,5,3,3,7,1,6,7,7,6,7,5,6,5,7,4,"4,5,7",7,2,1,16001,2283,8,2
1/7/24 4:18,166.137.175.10,987,R_62gdYw6AYmxK729,40.7064,-73.9473,1,1,33,1,6,1,12,12,12,15,100,50,20,50,30,5,1,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,200,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,41,45,70,67,56,69,5,3,6,1,,2,3,3,2,,2,2,1,2,1,4,4,2,4,6,4,1,7,5,3,6,6,3,2,7,4,"4,5,7",5,4,1,11697,1861,1902,2
1/7/24 4:30,69.14.153.154,598,R_1MrqLwpyZ1XS0bn,42.5686,-83.0668,1,1,23,2,6,1,12,9,9,20,30,20,10,10,10,"1,2","1,2","1,2",5,5,5,"1,2",5,5,5,5,5,5,5,,"1,2",4,4,4,4,4,4,,,,,,,,,20,50,10,,,,40,,,,,,,,3,3,3,,,,3,,,,,,,,,20,50,10,,,,40,,,,,,,,3,3,3,,,,3,,,,,,,,,2,2,2,4,4,4,2,4,4,4,4,4,4,4,15,,3,18,18,61,61,55,56,5,3,8,"1,8",,2,3,3,2,,2,2,1,1,1,4,4,4,5,6,4,5,5,5,4,6,5,5,6,7,4,"4,5,7",7,4,1,48314,1254,1304,2
1/7/24 4:11,24.96.135.13,1901,R_3vf374KuH5Hn3up,32.5484,-85.4682,1,1,1,2,5,1,3,9,9,15,50,15,20,20,15,"1,2",5,5,5,5,"1,2",5,5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,0,,,,,0,,,,,,,0,,3,,,,,3,,,,,,,3,,,0,,,,,0,,,,,,,0,,3,,,,,3,,,,,,,3,,,3,3,4,4,4,1,4,4,4,4,4,4,3,4,15,,3,70,71,47,47,52,52,4,1,6,1,,2,1,1,1,1,1,2,4,1,1,4,1,1,1,6,1,4,6,7,7,7,7,7,7,7,4,4,7,3,1,36832,1,42,1
1/7/24 4:37,8.40.61.244,773,R_1dGKyltiGvwsCvU,36.2542,-81.7634,1,1,34,1,5,1,12,10,10,10,25,20,6,20,10,"1,2","1,2",5,"1,2",5,"1,2",5,5,5,5,5,5,"1,2","1,2",,"1,2","1,2",4,4,4,4,"1,2",,,,,2,,,,75,0,,0,,0,,,,,,,0,0,1,3,,3,,3,,,,,,,3,3,,60,0,,0,,0,,,,,,,0,0,1,3,,3,,3,,,,,,,3,3,,2,2,4,2,4,2,2,4,4,4,4,2,2,2,15,,3,60,60,15,15,46,46,5,3,8,"1,2,4",,2,3,3,2,,2,2,1,1,2,4,3,1,3,7,2,1,6,3,6,7,5,4,6,7,3,"4,5,7",8,4,2,28698,1924,2019,1
1/7/24 4:37,71.120.247.110,885,R_60IOosvNLerxUmG,36.8366,-76.1624,1,1,48,1,6,1,12,9,10,20,60,10,10,15,0,1,2,2,5,5,1,2,2,5,5,5,1,1,1,,1,2,4,4,4,4,4,,,,,,,,,90,,,,,0,,,,,,40,50,20,3,,,,,3,,,,,,3,3,3,,,90,35,,,,40,15,,,,,,,,3,3,,,,3,3,,,,,,,,2,2,3,3,3,2,2,2,4,4,4,2,2,2,20,drove by it,3,46,20,73,26,106,88,1,1,8,"1,5,8",,2,2,3,2,,2,2,3,2,2,4,3,3,4,7,3,3,4,5,4,5,5,5,3,7,3,"4,5,7",7,2,1,23462,2867,2997,2
1/7/24 4:35,74.105.57.119,1051,R_1H1UI33Xn6iTT7b,40.8125,-74.2134,1,1,31,1,6,1,12,4,6,0,70,20,10,10,10,1,"1,2",5,5,5,"1,2","1,2",5,5,5,5,2,5,1,,4,4,4,4,4,4,4,,,,,,,,,50,60,,,,30,50,,,,,,,0,3,3,,,,3,3,,,,,,,3,,,40,,,,40,30,,,,,30,,,,3,,,,3,3,,,,,3,,,,3,2,4,4,4,2,2,4,4,4,4,3,3,1,15,,3,32,32,91,91,90,60,4,2,1,"1,6,7,8",,2,3,3,2,,2,2,4,1,4,2,5,5,5,5,1,5,6,6,3,6,6,6,6,7,6,"4,5,6",7,2,1,7042,1805,1244,2
1/7/24 4:18,71.188.53.108,2201,R_1n6dqmZt4yezmU1,40.1994,-74.712,1,1,31,2,6,1,3,2,2,20,70,20,40,50,30,"1,2","1,2",5,5,5,5,5,5,5,5,5,1,1,5,,4,4,4,4,"1,2",4,4,,3,,,,1,2,,200,0,,,,,,,,,,0,0,,2,3,,,,,,,,,,3,3,,4,200,0,,,,,,,,,,,,,2,3,,,,,,,,,,,,,4,2,2,4,2,4,4,4,2,4,4,4,2,2,2,15,,3,24,23,60,61,93,92,5,1,8,"1,3",,2,3,3,2,,2,2,4,2,5,4,4,2,6,7,7,7,7,7,7,5,7,6,6,7,1,"4,7",3,1,1,8618,1805,675,3
1/7/24 4:37,64.179.155.53,1266,R_69ugf0aSRyttd6D,44.1496,-103.1927,1,1,43,2,6,1,12,6,6,20,29,25,15,10,10,"1,2","1,2",5,5,5,5,5,5,5,5,5,5,"1,2","1,2",,"1,2",4,4,4,4,4,4,,,,,,,,,50,100,,,,,,,,,,,100,50,3,3,,,,,,,,,,,3,3,,50,100,,,,,,,,,,,100,50,3,3,,,,,,,,,,,3,3,,2,2,4,4,4,4,4,4,4,4,4,4,2,2,15,,3,65,69,86,88,86,83,5,1,8,1,,2,3,3,2,,2,2,1,1,3,4,6,2,6,5,5,3,5,5,4,5,5,4,3,7,3,"3,4,7",5,2,1,57701,2404,1395,2
1/7/24 4:52,172.58.133.210,463,R_5EWOvW124MooFn3,25.8906,-80.1784,1,1,10,2,6,1,12,8,8,15,50,10,25,15,15,1,1,5,5,1,5,5,5,5,5,5,5,1,5,,4,4,4,4,4,4,4,,,,,,,,,110,140,,,20,,,,,,,,50,,3,3,,,2,,,,,,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,1,4,4,4,4,4,4,4,3,4,15,,3,65,89,125,195,120,169,5,1,8,1,,2,2,2,1,2,1,1,1,1,2,2,5,3,7,7,6,1,6,5,5,6,5,6,5,5,4,"3,4,5",,,,,,,
1/7/24 4:58,65.78.115.5,727,R_3DYcR1XTzx9OPVe,40.6027,-75.4778,1,1,39,2,5,1,12,11,11,10,25,10,15,45,35,"1,2","1,2",1,5,"1,2","1,2",2,"1,2",5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,0,150,0,,0,0,,0,,,,0,75,0,3,3,3,,3,3,,3,,,,3,3,3,,0,90,,,0,0,0,0,,,,0,85,0,3,3,,,3,3,3,3,,,,3,3,3,,2,2,2,2,2,2,2,2,4,4,4,2,2,2,20,Facebook,3,60,60,65,75,121,115,5,1,6,"1,2,7",,2,3,3,2,,2,2,1,2,2,1,4,2,4,6,3,2,3,3,2,7,5,5,3,7,2,"4,5,7",7,3,2,18031,2283,2322,2
1/7/24 5:02,76.177.102.43,616,R_3IN46BpibVY8EKS,38.7947,-82.9286,1,1,36,2,6,1,12,4,4,0,22,18,12,16,0,5,"1,2",5,5,5,5,5,5,5,"1,2",5,5,5,5,,"1,2",4,"1,2",4,4,4,4,,,3,,,,,,,35,,,,,,,,0,,,,,,3,,,,,,,,3,,,,,,,45,,,,,,,,0,,,,,,3,,,,,,,,3,,,,,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,82,80,0,0,20,20,5,1,4,1,,2,1,1,1,1,1,1,1,4,5,4,7,4,7,7,4,4,7,6,5,6,6,5,4,7,4,"1,3,4",5,2,1,45648,2079,2152,1
1/7/24 5:01,192.153.46.246,873,R_7OVM2m0K4bOEYz7,29.4843,-81.2042,1,1,10,2,4,1,3,2,2,20,30,30,30,70,0,1,"1,2",5,5,5,"1,2",5,5,5,5,5,5,5,5,,4,4,"1,2",4,4,4,4,,,1,,,,,,20,67,,,,67,,,,,,,,,2,2,,,,2,,,,,,,,,1,,50,,,,50,,,,,,,,,,2,,,,2,,,,,,,,,1,2,2,4,4,2,1,4,4,4,4,4,4,4,4,15,,3,70,70,23,26,0,0,5,1,8,3,,2,3,2,2,,2,2,3,2,5,4,7,3,6,7,4,1,6,7,7,7,7,6,6,7,1,"1,3,4,5,7",3,2,1,32110,330,347,2
1/7/24 5:04,74.50.47.160,756,R_1W36yvzmgcyBp2F,36.879,-86.7223,1,1,18,2,4,1,12,7,7,25,50,30,25,50,25,"1,2",5,5,"1,2",5,"1,2",5,"1,2",5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,300,,,75,,75,,45,,,,,,,1,,,1,,1,,1,,,,,,,,225,,,35,,65,,45,,,,,,,1,,,1,,1,,1,,,,,,,,1,1,4,1,2,2,4,2,4,4,4,4,4,4,17,From knowledge in every day life,3,60,40,119,80,80,65,5,1,8,1,,2,1,1,1,1,1,2,1,1,1,1,5,5,5,2,5,5,5,5,5,6,6,6,6,6,6,"1,4,5",,,,,,,
1/7/24 4:56,166.199.7.19,1235,R_3VvIrg0S9oAaLUP,40.7064,-73.9473,1,1,39,2,5,1,"1,12",6,7,15,60,15,60,15,25,2,"1,2",5,2,5,1,"1,2","1,2",5,"1,2",5,2,2,2,,"1,2",4,"1,2",4,"1,2",4,4,,1,1,,,,1,,,80,,,,30,30,20,,40,,,,,,2,,,,2,1,3,,2,,,,,3,45,90,,0,,,0,25,,0,,35,25,0,2,3,,3,,,3,3,,3,,2,3,3,3,3,1,4,4,3,2,4,3,3,2,4,3,3,4,15,,3,40,56,27,64,17,37,5,1,5,"1,3,11",2,2,2,2,1,2,1,2,1,1,1,6,4,3,5,6,5,3,5,4,5,5,6,6,5,7,5,"2,4,5",3,2,1,15347,2283,66,3
1/7/24 5:03,173.90.26.153,1027,R_1bDmOJLYsZR3dbb,40.8968,-80.8615,1,1,36,2,6,1,12,4,4,25,35,15,30,15,20,"1,2",5,5,5,"1,2","1,2",5,"1,2",5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,40,,,,0,40,,25,,,,,35,,3,,,,3,3,,3,,,,,3,,,35,,,,0,40,,20,,,,,30,,3,,,,3,3,,3,,,,,3,,,2,4,4,3,1,2,4,2,4,4,4,4,3,4,15,,3,39,38,42,40,110,111,1,1,6,1,,2,2,2,2,,1,2,4,1,5,4,5,5,5,6,5,5,6,7,5,6,6,6,7,7,6,"4,5,7",3,2,1,44485,2079,2157,2
1/7/24 4:57,24.144.187.99,1629,R_3I3KhJfZ9y12YzE,41.1607,-80.0841,1,1,39,2,6,1,12,10,11,0,10,15,10,20,5,5,"1,2",5,5,5,5,5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,,50,,,,,,,,,,,25,20,,3,,,,,,,,,,,3,3,,,50,,,,,,,,,,,25,20,,3,,,,,,,,,,,3,3,,2,2,4,4,4,2,4,4,4,4,4,4,2,2,15,,3,40,39,54,59,0,0,5,1,8,8,,2,3,3,2,,2,2,3,2,5,6,5,1,5,5,4,1,7,6,1,5,4,5,4,7,4,"4,5,7",3,2,1,16127,2283,675,1
1/7/24 4:55,75.217.65.62,1970,R_7mEnpApDxHYJZ9n,30.0106,-95.4498,1,1,45,1,6,1,3,1,1,20,20,10,20,20,10,"1,2","1,2",5,"1,2",2,"1,2","1,2",5,5,5,5,5,"1,2","1,2",,4,4,4,4,"1,2",4,4,,1,,,,,,,20,20,,20,,20,20,,,,,,15,15,3,3,,3,,3,3,,,,,,3,3,,20,20,,20,0,10,20,,,,,,40,20,3,3,,3,3,3,3,,,,,,2,2,4,2,2,4,1,4,2,2,4,4,4,4,4,2,1,15,,3,25,30,20,22,61,63,5,1,8,8,,2,3,3,2,,2,2,4,2,5,4,6,1,7,3,6,1,7,3,6,5,5,3,1,7,5,"3,5,7",3,1,1,77076,2567,470,3
