RecordedDate,Q51,Q1,Q4,Q52_1,Q52_2,IPAddress
1/8/24 2:46,16830,39,Male,Pennsylvania,Clearfield County,174.251.210.79
1/8/24 3:08,92122,5,Male,California,San Diego County,174.236.97.89
1/8/24 3:35,37066,44,Female,Tennessee,Sumner County,67.44.208.11
1/8/24 5:15,16365,39,Female,Pennsylvania,Warren County,207.255.167.248
1/8/24 8:45,7726,31,Female,New Jersey,Monmouth County,67.82.29.137
1/8/24 9:01,,36,Female,,,24.164.91.38
1/8/24 9:19,34465,10,Male,Florida,Citrus County,35.145.250.128
1/8/24 9:21,33410,10,Female,Florida,Palm Beach County,73.124.41.192
1/8/24 10:16,,39,Male,,,73.236.33.222
1/8/24 15:12,80218,6,Male,Colorado,Denver County,97.180.251.96
1/8/24 15:14,33321,10,Male,Florida,Broward County,172.58.133.109
1/8/24 15:31,,11,Female,,,24.49.195.57
1/8/24 15:35,99567,2,Female,Alaska,Anchorage Municipality,216.137.222.231
1/8/24 15:53,43229,36,Male,Ohio,Franklin County,75.118.81.112
1/8/24 16:10,48066,23,Male,Michigan,Macomb County,24.192.215.155
1/8/24 16:26,10466,33,Female,New York,Bronx County,174.204.132.199
1/8/24 16:46,71037,19,Female,Louisiana,Bossier Parish,172.59.104.172
1/8/24 16:53,55330,24,Male,Minnesota,Wright County,24.179.170.129
1/8/24 16:54,,11,Female,,,73.82.190.6
1/8/24 17:11,55434,24,Male,Minnesota,Anoka County,50.222.121.162
1/8/24 17:18,19512,39,Male,Pennsylvania,Berks County,71.230.54.161
1/8/24 17:23,,25,Male,,,172.59.105.107
1/8/24 17:24,92126,5,Male,California,San Diego County,76.196.232.140
1/8/24 17:29,26320,50,Male,West Virginia,Tyler County,72.168.142.39
1/8/24 17:39,77083,45,Female,Texas,Harris County,108.244.218.88
1/8/24 17:44,79412,45,Female,Texas,Lubbock County,172.58.180.152
1/8/24 17:52,,3,Female,,,72.212.53.174
1/8/24 18:03,70072,19,Male,Louisiana,Jefferson Parish,166.194.200.18
1/8/24 18:05,14043,33,Male,New York,Erie County,76.180.38.169
1/8/24 18:07,21133,21,Female,Maryland,Baltimore County,173.69.142.107
1/8/24 18:08,27909,34,Male,North Carolina,Pasquotank County,98.121.11.243
1/8/24 18:09,11554,33,Male,New York,Nassau County,108.46.139.118
1/8/24 18:10,33974,10,Male,Florida,Lee County,98.58.3.82
1/8/24 18:17,60624,14,Female,Illinois,Cook County,174.62.168.201
1/8/24 18:18,60089,14,Female,Illinois,Lake County,99.7.5.95
1/8/24 18:19,43065,36,Male,Ohio,Franklin County,76.34.99.156
1/8/24 18:19,23669,48,Male,Virginia,Hampton city,68.10.164.213
1/8/24 18:21,,22,Female,,,71.192.90.63
1/8/24 18:22,60601,14,Female,Illinois,Cook County,75.3.234.235
1/8/24 18:23,80247,6,Male,Colorado,Denver County,174.51.211.101
1/8/24 18:23,,45,Male,,,72.181.165.107
1/8/24 18:23,,23,Male,,,172.58.122.141
1/8/24 18:24,98229,49,Male,Washington,Whatcom County,76.104.205.109
1/8/24 18:25,82240,52,Male,Wyoming,Goshen County,67.43.209.76
1/8/24 18:25,44133,36,Female,Ohio,Cuyahoga County,24.29.223.133
1/8/24 18:25,46805,15,Female,Indiana,Allen County,50.121.36.136
1/8/24 18:26,98056,49,Male,Washington,King County,73.109.112.230
1/8/24 18:26,98406,49,Female,Washington,Pierce County,24.16.128.231
1/8/24 18:28,5664,47,Female,Vermont,Washington County,174.242.133.207
1/8/24 18:28,37075,44,Female,Tennessee,Sumner County,97.148.182.27
1/8/24 18:28,38637,25,Male,Mississippi,DeSoto County,172.59.88.103
1/8/24 18:28,24015,48,Male,Virginia,Roanoke city,67.163.110.131
1/8/24 18:29,92881,5,Male,California,Riverside County,172.56.176.236
1/8/24 18:29,71635,4,Male,Arkansas,Ashley County,174.247.253.184
1/8/24 18:29,78633,45,Female,Texas,Williamson County,47.25.130.154
1/8/24 18:30,17313,39,Male,Pennsylvania,York County,174.228.226.30
1/8/24 18:31,46615,15,Female,Indiana,St  Joseph County,76.239.62.163
1/8/24 18:31,77081,45,Female,Texas,Harris County,73.136.19.124
1/8/24 18:32,79601,45,Female,Texas,Taylor County,50.26.229.222
1/8/24 18:32,44107,36,Male,Ohio,Cuyahoga County,172.59.24.110
1/8/24 18:33,,5,Male,,,12.47.146.58
1/8/24 18:34,,45,Female,,,172.58.182.189
1/8/24 18:34,13104,33,Female,New York,Onondaga County,75.192.233.232
1/8/24 18:36,48848,23,Male,Michigan,Shiawassee County,174.210.228.106
1/8/24 18:37,60638,14,Female,Illinois,DuPage County,73.120.211.226
1/8/24 18:37,32401,10,Female,Florida,Bay County,67.177.123.41
1/8/24 18:38,8062,31,Female,New Jersey,Gloucester County,73.199.176.214
1/8/24 18:39,76472,45,Female,Texas,Dallas County,107.178.8.210
1/8/24 18:39,8021,31,Female,New Jersey,Camden County,174.166.224.228
1/8/24 18:39,23237,48,Female,Virginia,Chesterfield County,73.147.191.56
1/8/24 18:40,,5,Male,,,98.35.156.226
1/8/24 18:40,23451,48,Male,Virginia,Virginia Beach city,70.174.26.94
1/8/24 18:40,16142,20,Male,Pennsylvania,Mercer County,67.235.142.180
1/8/24 18:41,11233,33,Female,New York,Kings County,167.206.66.211
1/8/24 18:41,30341,11,Female,Georgia,Habersham County,174.163.102.38
1/8/24 18:43,39503,25,Male,Mississippi,Harrison County,45.29.35.29
1/8/24 18:44,30141,11,Female,Georgia,Paulding County,172.58.1.179
1/8/24 18:45,60644,14,Male,Illinois,Cook County,98.46.107.84
1/8/24 18:46,19809,8,Female,Delaware,New Castle County,67.87.110.117
1/8/24 18:48,,11,Female,,,155.186.163.198
1/8/24 18:48,53226,51,Female,Wisconsin,Milwaukee County,104.6.172.43
1/8/24 18:50,2122,22,Female,Massachusetts,Suffolk County,141.154.10.110
1/8/24 18:51,89820,29,Male,Nevada,Lander County,108.147.102.16
1/8/24 18:52,,45,Male,,,172.58.180.20
1/8/24 18:52,72865,4,Male,Arkansas,Logan County,65.120.132.106
1/8/24 18:55,77449,45,Female,Texas,Harris County,70.252.15.151
1/8/24 18:55,92870,5,Male,California,Orange County,76.32.30.145
1/8/24 18:57,3275,30,Female,New Hampshire,Merrimack County,172.56.113.119
1/8/24 18:57,20854,21,Male,Maryland,Montgomery County,166.198.157.80
1/8/24 19:02,,33,Female,,,96.224.204.85
1/8/24 19:11,,49,Female,,,73.35.168.249
1/8/24 19:14,98115,49,Male,Washington,King County,73.221.143.24
1/8/24 19:16,97501,38,Female,Oregon,Jackson County,172.56.152.105
1/8/24 19:28,89115,29,Male,Nevada,Clark County,172.56.208.124
1/8/24 19:30,32303,10,Female,Florida,Leon County,73.118.63.196
1/8/24 19:30,30060,11,Female,Georgia,Cobb County,174.209.193.117
1/8/24 19:45,48335,23,Female,Michigan,Oakland County,97.70.105.45
1/8/24 19:52,32833,10,Male,Florida,Orange County,75.251.83.176
1/8/24 20:36,48335,23,Female,Michigan,Oakland County,68.58.220.175
1/8/24 20:42,92122,5,Male,California,San Diego County,174.236.64.36
1/8/24 20:46,46530,15,Male,Indiana,St  Joseph County,73.209.60.207
1/8/24 21:07,11238,33,Male,New York,Kings County,174.44.177.217
1/8/24 21:17,80129,6,Male,Colorado,Douglas County,174.234.14.75
1/8/24 21:49,,5,Female,,,47.155.95.153
1/8/24 22:02,90057,5,Female,California,Los Angeles County,172.90.11.85
1/8/24 22:03,73572,37,Female,Oklahoma,Cotton County,198.57.62.27
1/8/24 22:03,,50,Male,,,184.15.228.64
1/8/24 22:04,39564,25,Female,Mississippi,Jackson County,96.18.248.176
1/8/24 22:07,35811,1,Male,Alabama,Madison County,50.76.152.117
1/8/24 22:11,30310,11,Male,Georgia,Fulton County,107.77.223.230
1/8/24 22:14,37388,44,Female,Tennessee,Coffee County,23.126.165.6
1/8/24 22:21,27407,34,Male,North Carolina,Alamance County,107.77.236.123
1/8/24 22:30,70611,19,Male,Louisiana,Calcasieu Parish,74.196.206.47
1/8/24 22:38,49341,23,Male,Michigan,Kent County,97.91.21.22
1/8/24 22:42,10018,33,Female,New York,New York County,35.151.244.138
1/8/24 22:49,63118,26,Female,Missouri,St  Louis County,68.91.255.57
1/8/24 22:53,,3,Male,,,108.147.194.80
1/8/24 22:55,67037,17,Female,Kansas,Sedgwick County,68.102.44.163
1/8/24 22:59,52403,16,Female,Iowa,Linn County,75.219.41.60
1/8/24 23:03,,14,Male,,,174.239.113.137
1/8/24 23:04,38954,25,Male,Mississippi,Carroll County,50.86.51.79
1/8/24 23:07,49444,23,Male,Michigan,Muskegon County,73.145.245.33
1/8/24 23:09,37148,44,Male,Tennessee,Robertson County,174.50.200.26
1/8/24 23:18,85756,3,Female,Arizona,Pima County,107.127.25.37
1/8/24 23:25,31320,11,Male,Georgia,Liberty County,174.254.32.37
1/8/24 23:29,80223,6,Female,Colorado,Denver County,97.118.232.14
1/8/24 23:33,80525,6,Male,Colorado,Larimer County,67.174.120.124
1/8/24 23:38,6371,7,Other/self-identified,Connecticut,New London County,71.233.188.106
1/8/24 23:41,,33,Male,,,72.69.25.5
1/8/24 23:43,,5,Male,,,172.113.109.8
1/8/24 23:44,19111,39,Female,Pennsylvania,Philadelphia County,69.242.115.115
1/8/24 23:44,,9,Male,,,172.58.240.199
1/8/24 23:44,,19,Male,,,68.180.114.25
1/8/24 23:44,10198,48,Male,Virginia,Fauquier County,166.198.21.4
1/8/24 23:47,28216,34,Male,North Carolina,Mecklenburg County,76.36.14.155
1/8/24 23:50,44903,36,Female,Ohio,Richland County,76.188.3.232
1/8/24 23:50,40383,18,Male,Kentucky,Woodford County,69.23.34.106
1/8/24 23:51,,5,Male,,,168.150.120.129
1/8/24 23:53,70452,19,Female,Louisiana,St  Tammany Parish,35.151.179.24
1/8/24 23:54,36312,1,Male,Alabama,Houston County,208.74.233.231
1/8/24 23:55,,5,Male,,,107.3.141.15
1/8/24 23:58,13617,33,Male,New York,St  Lawrence County,172.59.176.166
1/8/24 23:58,76137,44,Female,Texas,Tarrant County,35.150.24.143
1/8/24 23:59,70118,19,Male,Louisiana,Orleans Parish,70.171.124.124
1/8/24 23:59,44105,36,Male,Ohio,Cuyahoga County,172.59.189.47
1/9/24 0:01,33071,10,Male,Florida,Broward County,57.135.242.165
1/9/24 0:03,73034,37,Male,Oklahoma,Oklahoma County,24.253.246.81
1/9/24 0:03,77619,45,Male,Texas,Jefferson County,68.206.54.81
1/9/24 0:04,57785,43,Female,South Dakota,Meade County,108.147.197.40
1/9/24 0:04,77001,45,Male,Texas,Harris County,70.124.62.17
1/9/24 0:04,15210,39,Male,Pennsylvania,Allegheny County,100.6.131.181
1/9/24 0:09,60629,14,Male,Illinois,Cook County,76.29.36.77
1/9/24 0:15,43031,36,Male,Ohio,Licking County,76.34.131.152
1/9/24 0:17,7960,31,Male,New Jersey,Morris County,107.123.53.34
1/9/24 0:18,80903,6,Other/self-identified,Colorado,El Paso County,198.59.6.5
1/9/24 0:24,60641,14,Male,Illinois,Cook County,76.150.160.148
1/9/24 0:31,96814,12,Male,Hawaii,Honolulu County,172.56.184.231
1/9/24 0:32,13617,33,Female,New York,St  Lawrence County,67.249.6.27
1/9/24 0:34,,33,Female,,,172.56.166.164
1/9/24 0:34,79601,45,Male,Texas,Taylor County,150.252.1.219
1/9/24 0:38,,5,Female,,,72.197.215.159
1/9/24 0:42,94596,5,Male,California,Contra Costa County,99.41.166.93
1/9/24 0:43,38058,44,Male,Tennessee,Tipton County,64.22.18.89
1/9/24 0:45,,5,Female,,,128.54.187.190
1/9/24 0:47,95240,5,Male,California,San Joaquin County,76.158.33.232
1/9/24 0:48,85037,3,Male,Arizona,Maricopa County,47.215.133.12
1/9/24 0:49,,50,Female,,,173.80.210.189
1/9/24 0:50,32789,10,Female,Florida,Orange County,35.145.1.15
1/9/24 1:02,6105,7,Male,Connecticut,Hartford County,71.233.142.238
1/9/24 1:23,81007,6,Female,Colorado,Pueblo County,73.14.94.36
1/9/24 1:27,48836,23,Male,Michigan,Oakland County,172.58.120.174
1/9/24 1:38,33180,10,Female,Florida,Miami-Dade County,108.228.200.55
1/9/24 1:49,54021,51,Female,Wisconsin,Pierce County,76.6.19.122
1/9/24 1:50,10306,33,Female,New York,Richmond County,72.227.223.90
1/9/24 1:51,,19,Female,,,166.194.200.100
1/9/24 1:54,95823,5,Male,California,Sacramento County,71.135.147.116
1/9/24 2:00,30601,11,Male,Georgia,Clarke County,172.56.64.192
1/9/24 2:08,78130,45,Female,Texas,Comal County,70.114.6.233
1/9/24 2:12,81636,6,Female,Colorado,Garfield County,24.9.42.211
1/9/24 2:17,24540,48,Male,Virginia,Danville city,71.57.223.248
1/9/24 2:19,67357,17,Male,Kansas,Labette County,69.92.169.161
1/9/24 2:32,76825,45,Male,Texas,McCulloch County,166.199.6.44
1/9/24 2:35,12979,33,Male,New York,Clinton County,67.249.74.150
1/9/24 2:49,10954,33,Male,New York,Rockland County,24.46.142.23
1/9/24 3:06,92122,5,Male,California,San Diego County,174.243.178.246
1/9/24 3:19,98597,49,Male,Washington,Thurston County,174.215.113.138
1/9/24 3:52,83642,13,Female,Idaho,Ada County,98.97.32.94
1/9/24 3:55,32601,10,Female,Florida,Alachua County,166.199.116.47
1/9/24 4:17,80220,6,Male,Colorado,Denver County,172.58.219.100
1/9/24 4:30,56301,24,Male,Minnesota,Benton County,172.56.10.37
1/9/24 4:34,,36,Male,,,104.179.84.228
1/9/24 4:35,30296,11,Female,Georgia,Clayton County,76.232.49.194
1/9/24 4:39,72370,4,Male,Arkansas,Mississippi County,96.43.35.170
1/9/24 4:40,27288,34,Male,North Carolina,Rockingham County,204.85.209.207
1/9/24 4:47,93535,5,Female,California,Los Angeles County,172.118.82.232
1/9/24 4:48,60628,14,Male,Illinois,Cook County,149.75.129.12
1/9/24 4:52,2895,41,Female,Rhode Island,Providence County,172.58.229.30
1/9/24 4:58,77302,45,Female,Texas,Montgomery County,74.51.196.242
1/9/24 4:58,27817,34,Male,North Carolina,Beaufort County,74.196.54.134
1/9/24 5:23,32809,10,Male,Florida,Orange County,172.58.120.161
1/9/24 5:29,63385,26,Female,Missouri,St  Charles County,24.182.191.236
1/9/24 5:37,85208,3,Female,Arizona,Maricopa County,108.147.173.96
1/9/24 6:02,19901,8,Male,Delaware,Kent County,173.75.233.115
1/9/24 8:16,44425,36,Male,Ohio,Trumbull County,174.251.209.199
1/9/24 8:20,40906,18,Male,Kentucky,Knox County,166.199.149.28
1/9/24 8:51,75418,45,Male,Texas,Fannin County,173.207.171.53
1/9/24 9:29,77545,45,Female,Texas,Fort Bend County,174.171.110.89
1/9/24 16:59,45224,36,Male,Ohio,Hamilton County,172.58.124.242
1/9/24 17:07,81301,6,Male,Colorado,La Plata County,174.45.61.76
1/9/24 17:14,80403,6,Male,Colorado,Jefferson County,73.181.1.232
1/9/24 17:15,,19,Male,,,172.59.104.156
1/9/24 17:27,34207,10,Female,Florida,Manatee County,65.35.118.224
1/9/24 17:38,25320,50,Male,West Virginia,Kanawha County,75.109.127.120
1/9/24 17:39,,23,Male,,,35.149.103.6
1/9/24 17:41,75961,45,Male,Texas,Nacogdoches County,108.239.122.175
1/9/24 20:25,33610,10,Female,Florida,Hillsborough County,173.169.71.8
1/9/24 23:25,,33,Female,,,71.190.145.180
1/9/24 23:36,89102,29,Male,Nevada,Clark County,50.158.28.144
1/9/24 23:37,,6,Male,,,172.58.57.56
1/9/24 23:38,48229,23,Female,Michigan,Wayne County,68.43.25.227
1/9/24 23:46,92804,5,Male,California,Los Angeles County,63.142.238.253
1/9/24 23:50,30030,11,Male,Georgia,DeKalb County,71.204.26.102
1/9/24 23:51,33437,10,Female,Florida,Palm Beach County,73.245.179.121
1/9/24 23:51,97741,38,Female,Oregon,Jefferson County,172.56.153.108
1/9/24 23:53,76301,45,Male,Texas,Wichita County,24.162.44.68
1/9/24 23:56,75074,45,Female,Texas,Collin County,35.147.20.185
1/10/24 0:01,91351,5,Female,California,Los Angeles County,98.147.191.5
1/10/24 0:06,76039,45,Male,Texas,Tarrant County,70.119.162.103
1/10/24 0:12,29020,42,Female,South Carolina,Kershaw County,23.127.238.26
1/10/24 0:12,80504,6,Female,Colorado,Boulder County,73.34.117.230
1/10/24 0:15,30518,11,Female,Georgia,Gwinnett County,16.98.0.19
1/10/24 0:17,70454,19,Male,Louisiana,Tangipahoa Parish,71.8.107.54
1/10/24 0:18,,6,Other/self-identified,,,174.206.169.45
1/10/24 0:18,91784,5,Female,California,San Bernardino County,47.149.54.29
1/10/24 0:21,75160,45,Male,Texas,Kaufman County,172.59.196.21
1/10/24 0:24,33570,10,Male,Florida,Hillsborough County,174.211.106.84
1/10/24 0:27,55403,24,Other/self-identified,Minnesota,Hennepin County,75.247.164.25
1/10/24 0:30,90210,5,Female,California,Los Angeles County,172.14.33.236
1/10/24 0:33,32953,10,Female,Florida,Brevard County,184.89.31.148
1/10/24 0:34,48239,23,Male,Michigan,Wayne County,107.77.194.139
1/10/24 0:37,33570,10,Female,Florida,Hillsborough County,107.77.216.183
1/10/24 0:38,27105,34,Female,North Carolina,Forsyth County,104.138.163.81
1/10/24 0:38,48178,23,Female,Michigan,Oakland County,172.58.123.172
1/10/24 0:43,17063,39,Female,Pennsylvania,Mifflin County,73.64.3.81
1/10/24 0:45,92103,5,Male,California,San Diego County,172.58.208.126
1/10/24 0:46,,6,Male,,,174.231.90.71
1/10/24 0:51,12603,33,Female,New York,Dutchess County,24.168.34.133
1/10/24 0:53,,28,Female,,,137.83.96.41
1/10/24 0:55,98118,49,Female,Washington,King County,97.113.194.63
1/10/24 1:00,30121,11,Female,Georgia,Bartow County,174.49.99.103
1/10/24 1:00,92337,5,Male,California,San Bernardino County,174.243.178.35
1/10/24 1:05,30329,11,Male,Georgia,DeKalb County,172.56.64.125
1/10/24 1:05,46404,15,Male,Indiana,Lake County,166.199.152.114
1/10/24 1:06,35811,1,Male,Alabama,Madison County,172.56.224.241
1/10/24 1:07,30014,11,Female,Georgia,Newton County,97.89.3.217
1/10/24 1:09,32179,10,Female,Florida,Marion County,98.32.112.83
1/10/24 1:15,,14,Male,,,73.246.219.229
1/10/24 1:17,92882,5,Male,California,Riverside County,76.176.217.55
1/10/24 1:17,10011,33,Male,New York,New York County,204.186.71.1
1/10/24 1:19,63137,26,Male,Missouri,St  Louis County,174.250.211.105
1/10/24 1:20,99223,49,Male,Washington,Spokane County,172.56.200.165
1/10/24 1:21,24605,48,Female,Virginia,Tazewell County,73.152.247.4
1/10/24 1:29,76132,45,Female,Texas,Tarrant County,172.58.181.181
1/10/24 1:29,2139,22,Female,Massachusetts,Middlesex County,172.56.193.69
1/10/24 1:30,91201,5,Male,California,Los Angeles County,47.232.225.29
1/10/24 1:31,98903,49,Female,Washington,Yakima County,96.39.205.174
1/10/24 1:35,40422,18,Male,Kentucky,Boyle County,100.42.37.33
1/10/24 1:36,,33,Female,,,158.222.209.193
1/10/24 1:41,90221,5,Male,California,Los Angeles County,172.56.185.255
1/10/24 1:45,85041,3,Female,Arizona,Maricopa County,70.190.155.38
1/10/24 1:45,30506,11,Male,Georgia,Hall County,172.56.70.212
1/10/24 1:54,63051,26,Male,Missouri,Jefferson County,172.221.148.86
1/10/24 2:01,85022,3,Male,Arizona,Maricopa County,172.56.81.27
1/10/24 2:04,60655,14,Female,Illinois,Cook County,172.59.185.212
1/10/24 2:15,85705,3,Male,Arizona,Pima County,208.126.55.78
1/10/24 2:22,92646,5,Male,California,Orange County,47.153.154.37
1/10/24 2:24,,15,Female,,,73.209.83.183
1/10/24 2:25,91803,5,Female,California,Los Angeles County,47.232.144.235
1/10/24 2:27,,17,Male,,,172.59.74.10
1/10/24 2:28,11212,33,Female,New York,Kings County,108.147.10.35
1/10/24 2:37,44405,36,Female,Ohio,Mahoning County,72.23.186.54
1/10/24 2:55,66441,17,Female,Kansas,Geary County,174.210.163.241
1/10/24 2:56,79403,45,Female,Texas,Lubbock County,172.58.182.23
1/10/24 3:02,80015,6,Male,Colorado,Arapahoe County,166.199.115.21
1/10/24 3:03,63115,26,Male,Missouri,St  Louis County,174.250.210.100
1/10/24 3:05,85001,45,Male,Arizona,Apache County,139.60.105.124
1/10/24 3:11,11230,33,Female,New York,Kings County,172.59.213.237
1/10/24 3:14,60440,14,Male,Illinois,Boone County,73.44.226.189
1/10/24 3:29,36117,1,Female,Alabama,Montgomery County,97.81.238.11
1/10/24 3:32,22304,48,Female,Virginia,Alexandria city,97.153.59.110
1/10/24 3:52,17545,39,Female,Pennsylvania,Lancaster County,107.77.203.52
1/10/24 4:10,33980,10,Female,Florida,Charlotte County,172.56.97.182
1/10/24 4:23,21740,21,Female,Maryland,Washington County,206.83.254.226
1/10/24 4:28,10009,33,Male,New York,New York County,174.204.134.146
1/10/24 4:29,30012,11,Female,Georgia,Rockdale County,99.67.242.28
1/10/24 4:34,6901,7,Male,Connecticut,Hartford County,107.77.225.33
1/10/24 4:39,48312,23,Male,Michigan,Macomb County,67.149.149.158
1/10/24 4:41,33441,10,Female,Florida,Broward County,73.138.122.121
1/10/24 4:50,62220,14,Male,Illinois,St  Clair County,47.233.5.130
1/10/24 4:52,,23,Male,,,75.133.35.72
1/10/24 5:04,99701,2,Female,Alaska,Fairbanks North Star Borough,69.178.109.223
1/10/24 5:10,22202,48,Female,Virginia,Arlington County,108.48.94.251
1/10/24 5:16,6333,7,Female,Connecticut,New London County,159.250.196.231
1/10/24 5:38,59106,27,Male,Montana,Yellowstone County,35.151.218.1
1/10/24 5:41,28138,34,Female,North Carolina,Rowan County,75.89.66.221
1/10/24 6:07,,23,Male,,,35.149.126.129
1/10/24 6:10,75001,45,Male,Texas,Dallas County,135.26.65.122
1/10/24 6:11,90001,5,Male,California,Los Angeles County,68.235.38.60
1/10/24 6:12,48446,23,Female,Michigan,Lapeer County,97.84.246.174
1/10/24 6:38,40508,18,Female,Kentucky,Fayette County,74.138.98.192
1/10/24 6:40,72019,4,Male,Arkansas,Saline County,166.196.110.34
1/10/24 6:42,77808,45,Male,Texas,Brazos County,69.5.216.154
1/10/24 6:43,21133,21,Male,Maryland,Baltimore County,174.172.67.99
1/10/24 6:45,61301,14,Male,Illinois,LaSalle County,75.210.134.57
1/10/24 6:48,44074,36,Female,Ohio,Lorain County,208.66.212.213
1/10/24 7:00,76133,45,Female,Texas,Tarrant County,66.52.11.196
1/10/24 7:00,19121,39,Male,Pennsylvania,Philadelphia County,107.122.193.39
1/10/24 7:01,55444,24,Female,Minnesota,Hennepin County,63.229.214.89
1/10/24 7:09,6706,7,Female,Connecticut,New Haven County,73.69.71.79
1/10/24 7:11,75181,45,Female,Texas,Dallas County,108.85.52.75
1/10/24 7:17,23434,48,Female,Virginia,Sussex County,70.174.61.198
1/10/24 7:17,85249,3,Male,Arizona,Maricopa County,72.210.58.15
1/10/24 7:20,38135,44,Female,Tennessee,Shelby County,73.252.88.22
1/10/24 7:26,8618,31,Male,New Jersey,Mercer County,172.56.217.134
1/10/24 7:38,11379,33,Male,New York,Queens County,76.153.14.23
1/10/24 7:41,21158,21,Male,Maryland,Carroll County,73.135.53.112
1/10/24 8:00,75149,45,Male,Texas,Dallas County,45.24.66.32
1/10/24 8:12,75074,45,Female,Texas,Collin County,172.58.182.161
1/10/24 8:50,10306,33,Male,New York,Richmond County,172.58.227.193
1/10/24 9:20,2124,22,Male,Massachusetts,Suffolk County,24.218.123.220
1/10/24 13:27,10011,33,Male,New York,New York County,69.120.173.127
1/10/24 14:04,,36,Male,,,174.247.236.131
1/10/24 19:08,28555,34,Male,North Carolina,Jones County,172.58.253.153
1/10/24 19:21,18101,39,Male,Pennsylvania,Lehigh County,107.123.17.95
1/10/24 19:28,60192,14,Female,Illinois,Cook County,75.250.170.217
1/10/24 19:30,31088,11,Male,Georgia,Houston County,70.177.154.132
1/10/24 19:35,80033,6,Female,Colorado,Jefferson County,174.212.224.192
1/10/24 19:37,,20,Male,,,130.111.47.135
1/10/24 19:39,,34,Male,,,174.238.163.141
1/10/24 19:44,73115,37,Male,Oklahoma,Oklahoma County,98.186.206.39
1/10/24 19:51,60102,14,Male,Illinois,McHenry County,174.192.130.107
1/10/24 19:55,67201,17,Male,Kansas,Wichita County,23.119.249.186
1/10/24 19:58,2093,22,Female,Massachusetts,Norfolk County,96.237.249.119
1/10/24 20:03,14482,33,Female,New York,Genesee County,67.240.145.132
1/10/24 20:44,,29,Male,,,108.147.195.45
1/10/24 21:03,94536,5,Male,California,Alameda County,172.59.194.221
1/10/24 21:22,,7,Male,,,32.208.192.46
1/10/24 21:26,24563,48,Male,Virginia,Pittsylvania County,69.243.209.217
1/10/24 23:32,34420,10,Male,Florida,Marion County,142.197.205.179
1/11/24 1:00,11235,33,Male,New York,Kings County,69.113.178.229
1/11/24 1:31,31027,11,Male,Georgia,Laurens County,24.241.50.188
1/11/24 1:31,95467,5,Other/self-identified,California,Lake County,173.27.84.243
1/11/24 1:36,98902,49,Male,Washington,Yakima County,97.90.88.171
1/11/24 1:50,60188,14,Male,Illinois,DuPage County,73.8.91.250
1/11/24 2:01,13754,33,Male,New York,Dutchess County,68.70.26.148
1/11/24 2:03,29621,42,Male,South Carolina,Anderson County,67.21.186.196
1/11/24 2:03,97305,38,Male,Oregon,Marion County,174.204.206.144
1/11/24 2:06,88061,32,Male,New Mexico,Grant County,205.220.211.232
1/11/24 2:09,84101,46,Male,Utah,Salt Lake County,172.59.152.94
1/11/24 2:10,70005,19,Female,Louisiana,Jefferson Parish,108.85.61.248
1/11/24 2:14,47305,15,Male,Indiana,Delaware County,68.50.77.202
1/11/24 2:23,15626,39,Male,Pennsylvania,Westmoreland County,98.239.198.120
1/11/24 2:24,7108,31,Male,New Jersey,Essex County,67.86.208.225
1/11/24 2:29,90062,5,Female,California,Los Angeles County,172.58.208.7
1/11/24 2:30,78574,45,Female,Texas,Hidalgo County,74.123.104.225
1/11/24 2:31,32179,10,Male,Florida,Marion County,142.197.212.175
1/11/24 2:47,34476,10,Female,Florida,Marion County,35.145.68.105
1/11/24 2:49,60706,14,Male,Illinois,Cook County,108.234.217.159
1/11/24 2:50,27253,34,Male,North Carolina,Alamance County,24.106.196.226
1/11/24 2:52,31061,11,Female,Georgia,Baldwin County,35.150.254.75
1/11/24 2:54,10163,33,Female,New York,New York County,68.197.14.83
1/11/24 2:58,41539,18,Male,Kentucky,Pike County,67.142.100.99
1/11/24 3:05,49203,23,Male,Michigan,Jackson County,162.197.67.12
1/11/24 3:07,39531,25,Male,Mississippi,Harrison County,172.0.82.167
1/11/24 3:08,22844,48,Male,Virginia,Shenandoah County,204.111.130.136
1/11/24 3:12,43078,36,Female,Ohio,Champaign County,75.185.80.40
1/11/24 3:13,28364,34,Male,North Carolina,Robeson County,174.110.181.57
1/11/24 3:14,48228,23,Male,Michigan,Wayne County,73.18.210.56
1/11/24 3:18,43302,36,Female,Ohio,Marion County,74.137.227.221
1/11/24 3:18,98023,49,Male,Washington,King County,24.17.132.134
1/11/24 3:19,67214,17,Male,Kansas,Sedgwick County,172.56.53.45
1/11/24 3:20,85210,3,Male,Arizona,Maricopa County,76.35.213.154
1/11/24 3:21,48658,23,Male,Michigan,Arenac County,172.58.120.80
1/11/24 3:21,89317,29,Female,Nevada,White Pine County,216.147.126.185
1/11/24 3:22,40228,18,Male,Kentucky,Jefferson County,74.132.206.11
1/11/24 3:24,32222,10,Male,Florida,Duval County,166.199.100.72
1/11/24 3:31,60620,14,Male,Illinois,Cook County,172.59.189.67
1/11/24 3:31,10003,33,Male,New York,New York County,107.119.41.30
1/11/24 3:32,89044,29,Female,Nevada,Clark County,68.96.97.141
1/11/24 3:36,92122,5,Male,California,San Diego County,174.236.100.61
1/11/24 3:37,19102,39,Male,Pennsylvania,Philadelphia County,172.56.221.220
